Name	Set	ImageFile	Type	Bonus	Slot	Value	Card	Text
Slimy Armor	Munchkin	munchkin_treasure060,munchkintreasureback	Treasure	+1 Bonus	Armor	200 Gold Pieces	Item	--
Sneaky Bastard Sword	Munchkin	munchkin_treasure061,munchkintreasureback	Treasure	+2 Bonus	1 Hand	400 Gold Pieces	Item	--
Spiky Knees	Munchkin	munchkin_treasure062,munchkintreasureback	Treasure	+1 Bonus	--	200 Gold Pieces	Item	--
Staff of Napalm	Munchkin	munchkin_treasure063,munchkintreasureback	Treasure	+5 Bonus	1 Hand	800 Gold Pieces	Item	Usable by Wizard Only
Steal a Level	Munchkin	munchkin_treasure064,munchkintreasureback	Treasure	Go Up A Level	--	--	GUAL	Pick one player to steal a level from.  You go up one.  He goes down one.
Stepladder	Munchkin	munchkin_treasure065,munchkintreasureback	Treasure	+3 Bonus	Big	400 Gold Pieces	Item	Usable by Halfling Only
Swiss Army Polearm	Munchkin	munchkin_treasure066,munchkintreasureback	Treasure	+4 Bonus	Big; 2 Hands	600 Gold Pieces	Item	Usable by Human Only
Transferral Potion	Munchkin	munchkin_treasure067,munchkintreasureback	Treasure	--	--	300 Gold Pieces	UOO	Play during any combat.  Any other player (your choice) fights the monster(s), may ask for help normally, and gets the treasure and levels if he wins.  The original player then resumes his turn, and may Loot the Room whether the combat was won or lost.  Usable once only.
Tuba of Charm	Munchkin	munchkin_treasure068,munchkintreasureback	Treasure	--	Big; 1 Hand	300 Gold Pieces	Item	This melodious instrument captivates your foes, giving you +3 to Run Away.  If you successfully escape combat, snag a face-down Treasure on your way out.
Wand of Dowsing	Munchkin	munchkin_treasure069,munchkintreasureback	Treasure	--	--	1,100 Gold Pieces	UOO	Go through the discards to find any one card you want.  Take that card and discard this one.
Whine at the GM	Munchkin	munchkin_treasure070,munchkintreasureback	Treasure	Go Up A Level	--	--	GUAL	You can't use this if you are currently the highest-Level player, or tied for highest.
Wishing Ring1	Munchkin	munchkin_treasure071,munchkintreasureback	Treasure	--	--	500 Gold Pieces	UOO	Cancels any curse.  Play at any time.  Usable once only.
Wishing Ring2	Munchkin	munchkin_treasure072,munchkintreasureback	Treasure	--	--	500 Gold Pieces	UOO	Cancels any curse.  Play at any time.  Usable once only.
Yuppie Water	Munchkin	munchkin_treasure073,munchkintreasureback	Treasure	+2 Bonus	--	100 Gold Pieces	UOO	Use during any combat.  Usable once only, and only to help Elves.  +2 to each Elf in the battle.
Annihilation	Munchkin 2: Unnatural Axe	munchkin2ua_door001	Door	--	--	--	--	text
Brood	Munchkin 2: Unnatural Axe	munchkin2ua_door002	Door	--	--	--	--	text
Cat Girl	Munchkin 2: Unnatural Axe	munchkin2ua_door003	Door	--	--	--	--	text
Cheat!	Munchkin 2: Unnatural Axe	munchkin2ua_door004	Door	--	--	--	--	text
Cleric	Munchkin 2: Unnatural Axe	munchkin2ua_door005	Door	--	--	--	--	text
Crawling Hand	Munchkin 2: Unnatural Axe	munchkin2ua_door006	Door	--	--	--	--	text
Curse! B.O.	Munchkin 2: Unnatural Axe	munchkin2ua_door007	Door	--	--	--	--	text
Curse! Big Feet	Munchkin 2: Unnatural Axe	munchkin2ua_door008	Door	--	--	--	--	text
Curse! Cursed Thingy1	Munchkin 2: Unnatural Axe	munchkin2ua_door009	Door	--	--	--	--	text
Curse! Cursed Thingy2	Munchkin 2: Unnatural Axe	munchkin2ua_door010	Door	--	--	--	--	text
Curse! Fool's Gold	Munchkin 2: Unnatural Axe	munchkin2ua_door011	Door	--	--	--	--	text
Curse! Generosity	Munchkin 2: Unnatural Axe	munchkin2ua_door012	Door	--	--	--	--	text
Curse! Lose 1 Big Item	Munchkin 2: Unnatural Axe	munchkin2ua_door013	Door	--	--	--	--	text
Curse! Lose 1 Small Item	Munchkin 2: Unnatural Axe	munchkin2ua_door014	Door	--	--	--	--	text
Curse! Necrophobia	Munchkin 2: Unnatural Axe	munchkin2ua_door015	Door	--	--	--	--	text
Curse! New Edition Rules	Munchkin 2: Unnatural Axe	munchkin2ua_door016	Door	--	--	--	--	text
Curse! Tiny Hands	Munchkin 2: Unnatural Axe	munchkin2ua_door017	Door	--	--	--	--	text
Dead	Munchkin 2: Unnatural Axe	munchkin2ua_door018	Door	--	--	--	--	text
Dead Broke	Munchkin 2: Unnatural Axe	munchkin2ua_door019	Door	--	--	--	--	text
Deck Of Too Many Things	Munchkin 2: Unnatural Axe	munchkin2ua_door020	Door	--	--	--	--	text
Dwarf	Munchkin 2: Unnatural Axe	munchkin2ua_door021	Door	--	--	--	--	text
Elf	Munchkin 2: Unnatural Axe	munchkin2ua_door022	Door	--	--	--	--	text
Find A Map	Munchkin 2: Unnatural Axe	munchkin2ua_door023	Door	--	--	--	--	text
Friendly	Munchkin 2: Unnatural Axe	munchkin2ua_door024	Door	--	--	--	--	text
Frost Giant	Munchkin 2: Unnatural Axe	munchkin2ua_door025	Door	--	--	--	--	text
Fungus	Munchkin 2: Unnatural Axe	munchkin2ua_door026	Door	--	--	--	--	text
Giant Cockroach	Munchkin 2: Unnatural Axe	munchkin2ua_door027	Door	--	--	--	--	text
Giant Skunk	Munchkin 2: Unnatural Axe	munchkin2ua_door028	Door	--	--	--	--	text
Grassy Gnoll	Munchkin 2: Unnatural Axe	munchkin2ua_door029	Door	--	--	--	--	text
Half-Breed	Munchkin 2: Unnatural Axe	munchkin2ua_door030	Door	--	--	--	--	text
Halfling	Munchkin 2: Unnatural Axe	munchkin2ua_door031	Door	--	--	--	--	text
Hydrant	Munchkin 2: Unnatural Axe	munchkin2ua_door032	Door	--	--	--	--	text
Jabberwock	Munchkin 2: Unnatural Axe	munchkin2ua_door033	Door	--	--	--	--	text
Judge Fredd	Munchkin 2: Unnatural Axe	munchkin2ua_door034	Door	--	--	--	--	text
Lust Monster	Munchkin 2: Unnatural Axe	munchkin2ua_door035	Door	--	--	--	--	text
M.T. Suit	Munchkin 2: Unnatural Axe	munchkin2ua_door036	Door	--	--	--	--	text
Mommy	Munchkin 2: Unnatural Axe	munchkin2ua_door037	Door	--	--	--	--	text
Monster The GM Made Up Himself	Munchkin 2: Unnatural Axe	munchkin2ua_door038	Door	--	--	--	--	text
Moon Maidens	Munchkin 2: Unnatural Axe	munchkin2ua_door039	Door	--	--	--	--	text
Orc1	Munchkin 2: Unnatural Axe	munchkin2ua_door040	Door	--	--	--	--	text
Orc2	Munchkin 2: Unnatural Axe	munchkin2ua_door041	Door	--	--	--	--	text
Orc3	Munchkin 2: Unnatural Axe	munchkin2ua_door042	Door	--	--	--	--	text
Orc4	Munchkin 2: Unnatural Axe	munchkin2ua_door043	Door	--	--	--	--	text
Piñata	Munchkin 2: Unnatural Axe	munchkin2ua_door044	Door	--	--	--	--	text
Plague Rats	Munchkin 2: Unnatural Axe	munchkin2ua_door045	Door	--	--	--	--	text
Psycho Squirrel	Munchkin 2: Unnatural Axe	munchkin2ua_door046	Door	--	--	--	--	text
Pterodactyl	Munchkin 2: Unnatural Axe	munchkin2ua_door047	Door	--	--	--	--	text
Santa	Munchkin 2: Unnatural Axe	munchkin2ua_door048	Door	--	--	--	--	text
Scary Clowns	Munchkin 2: Unnatural Axe	munchkin2ua_door049	Door	--	--	--	--	text
Sleeping	Munchkin 2: Unnatural Axe	munchkin2ua_door050	Door	--	--	--	--	text
Snot Elemental	Munchkin 2: Unnatural Axe	munchkin2ua_door051	Door	--	--	--	--	text
Super Munchkin	Munchkin 2: Unnatural Axe	munchkin2ua_door052	Door	--	--	--	--	text
Teddy Bear	Munchkin 2: Unnatural Axe	munchkin2ua_door053	Door	--	--	--	--	text
Tentacle Demon	Munchkin 2: Unnatural Axe	munchkin2ua_door054	Door	--	--	--	--	text
The Mighty Germ	Munchkin 2: Unnatural Axe	munchkin2ua_door055	Door	--	--	--	--	text
The Shadow Nose	Munchkin 2: Unnatural Axe	munchkin2ua_door056	Door	--	--	--	--	text
Thief	Munchkin 2: Unnatural Axe	munchkin2ua_door057	Door	--	--	--	--	text
Thing With A Name So Long There's No Room For A Picture On the Card	Munchkin 2: Unnatural Axe	munchkin2ua_door058	Door	--	--	--	--	text
Undead	Munchkin 2: Unnatural Axe	munchkin2ua_door059	Door	--	--	--	--	text
Wandering Monster1	Munchkin 2: Unnatural Axe	munchkin2ua_door060	Door	--	--	--	--	text
Wandering Monster2	Munchkin 2: Unnatural Axe	munchkin2ua_door061	Door	--	--	--	--	text
Warrior	Munchkin 2: Unnatural Axe	munchkin2ua_door062	Door	--	--	--	--	text
Were-Turtle	Munchkin 2: Unnatural Axe	munchkin2ua_door063	Door	--	--	--	--	text
Wizard	Munchkin 2: Unnatural Axe	munchkin2ua_door064	Door	--	--	--	--	text
Baby Oil	Munchkin 2: Unnatural Axe	munchkin2ua_treasure001,munchkintreasureback	Treasure	--	--	300 Gold Pieces	UOO	Slip away from any combat.  This potion makes Running Away automatically successful for one or two characters, even from a monster that cannot normally be escaped.  Usable once only.
Bag of Caltrops	Munchkin 2: Unnatural Axe	munchkin2ua_treasure002,munchkintreasureback	Treasure	--	--	200 Gold Pieces	Item	Sprinkle a few on the floor to discourage pursuit.  +1 to Run Away.  This is not a one-shot item; it can be used repeatedly.
Barbecue Fork	Munchkin 2: Unnatural Axe	munchkin2ua_treasure003,munchkintreasureback	Treasure	+3 Bonus	1 Hand	400 Gold Pieces	Item	Usable by Halfling Only
Blessed Mallet of St. Eeeeeeuuuuuuuuw	Munchkin 2: Unnatural Axe	munchkin2ua_treasure004,munchkintreasureback	Treasure	+4 Bonus	Big; 2 Hands	1,200 Gold Pieces	Item	The wielder of this mallet has the powers of a Cleric with respect to undead.  He may discard up to 3 cards in combat, getting a +3 bonus for each.
Boomdagger	Munchkin 2: Unnatural Axe	munchkin2ua_treasure005,munchkintreasureback	Treasure	+1 Bonus	0 Hands (!)	100 Gold Pieces	Item	If stolen, lost to a curse, or sold to buy a level, this throwing dagger returns to the owner at the beginning of his next turn.  If traded, looted, or given away, it becomes faithful to the new owner.  It is only lost permanently to death or Bad Stuff.
Coat of Arms	Munchkin 2: Unnatural Axe	munchkin2ua_treasure006,munchkintreasureback	Treasure	--	2 Hands	500 Gold Pieces	Item	Two strong steam-powered arms give you the ability to carry and use an extra 2 Hands worth of stuff
Contemplate Your Navel	Munchkin 2: Unnatural Axe	munchkin2ua_treasure007,munchkintreasureback	Treasure	Go Up A Level	--	--	GUAL	If you discard your entire hand (minimum of 3 cards), go up two levels rather than one!
Cute Shoulder Dragon	Munchkin 2: Unnatural Axe	munchkin2ua_treasure008,munchkintreasureback	Treasure	+2 Bonus for Males,+4 Bonus for Females	--	600 Gold Pieces	Item	--
Druid Fluid	Munchkin 2: Unnatural Axe	munchkin2ua_treasure009,munchkintreasureback	Treasure	+3 Bonus	--	100 Gold Pieces	UOO	Play during any combat.  +3 to either side.  Usable once only.
Fake Beard	Munchkin 2: Unnatural Axe	munchkin2ua_treasure010,munchkintreasureback	Treasure	--	--	100 Gold Pieces	Item	Allows the wearer to use any Dwarf-only items.  Monsters also react as though the wearer was a Dwarf.  Does not give any other Dwarf abilities.
Familiar	Munchkin 2: Unnatural Axe	munchkin2ua_treasure011,munchkintreasureback	Treasure	+3 Bonus	--	400 Gold Pieces	Item	Usable by Wizard Only
Fold, Spindle, and Mutilate	Munchkin 2: Unnatural Axe	munchkin2ua_treasure012,munchkintreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Funny-Looking Sword	Munchkin 2: Unnatural Axe	munchkin2ua_treasure013,munchkintreasureback	Treasure	+4 Bonus	1 Hand	600 Gold Pieces	Item	Usable by Orc Only
Garage Sale	Munchkin 2: Unnatural Axe	munchkin2ua_treasure014,munchkintreasureback	Treasure	--	--	--	UOO	Play this card as soon as you get it, or at any later time when it's your turn.  Choose one item and discard it.  Then dig through the discards and take any two items, each of value equal to or less than the one you discarded.
Helm of Peripheral Vision	Munchkin 2: Unnatural Axe	munchkin2ua_treasure015,munchkintreasureback	Treasure	+2 Bonus	Headgear	600 Gold Pieces	Item	This helmet also gives complete immunity to thiefly powers.  The wearer cannot be backstabbed, nor can anything be stolen from him by a Thief.
Itching Powder	Munchkin 2: Unnatural Axe	munchkin2ua_treasure016,munchkintreasureback	Treasure	--	--	200 Gold Pieces	UOO	Play during any combat.  The victim must discard any one item of clothing or armor which you specify.  (Weapons and shields are not clothing or armor.)  Usable once only.
Knight Light	Munchkin 2: Unnatural Axe	munchkin2ua_treasure017,munchkintreasureback	Treasure	+2 Bonus	Headgear	400 Gold Pieces	Item	This item may be worn over another piece of headgear, but if something makes you lose your headgear, the Knight Light goes, too.
Lawn Roller	Munchkin 2: Unnatural Axe	munchkin2ua_treasure018,munchkintreasureback	Treasure	+4 Bonus	Big; 1 Hand	400 Gold Pieces	Item	Usable by Dwarf Only
Lemming Juice	Munchkin 2: Unnatural Axe	munchkin2ua_treasure019,munchkintreasureback	Treasure	+3 Bonus	--	100 Gold Pieces	UOO	Use to add zest to salads, fish, or pasta dishes.  Or play during any combat to make the victim land on his head.  +3 to either side.  Usable once only.
Loaded Die1	Munchkin 2: Unnatural Axe	munchkin2ua_treasure020,munchkintreasureback	Treasure	--	--	300 Gold Pieces	UOO	Play after you roll the die, for any reason.  Turn the die so the number of your choice is on top.  That's your roll.   Usable once only.
Loaded Die2	Munchkin 2: Unnatural Axe	munchkin2ua_treasure021,munchkintreasureback	Treasure	--	--	300 Gold Pieces	UOO	Play after you roll the die, for any reason.  Turn the die so the number of your choice is on top.  That's your roll.   Usable once only.
...of Doom!	Munchkin 2: Unnatural Axe	munchkin2ua_treasure022,munchkintreasureback	Treasure	+2 Bonus	--	--	Enhancer	This card must be placed with an item that gives a combat bonus.  That item Is now the (whatever) Of Doom, worth an extra +2 in combat.  This card goes with the item if it is lost, stolen, or discarded.
Pay For The Pizza	Munchkin 2: Unnatural Axe	munchkin2ua_treasure023,munchkintreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Potion of Cowardice	Munchkin 2: Unnatural Axe	munchkin2ua_treasure024,munchkintreasureback	Treasure	--	--	300 Gold Pieces	UOO	Play during any combat to force the PC(s) to Run Away, even if they were capable of beating the monsters.  Usable once only.
Potion of Disbelief	Munchkin 2: Unnatural Axe	munchkin2ua_treasure025,munchkintreasureback	Treasure	--	--	1,000 Gold Pieces	UOO	Play during any combat.  Discard one monster; no one gets levels for this.  You may only take its treasure if you defeat any remaining monsters.  Usable once only.
Potion of Flight	Munchkin 2: Unnatural Axe	munchkin2ua_treasure026,munchkintreasureback	Treasure	+5 Bonus	--	300 Gold Pieces	UOO	Death from above!  Play during any combat.  +5 to either side.  Usable once only.
Promise The GM You'll Stop Telling Him About Your Character	Munchkin 2: Unnatural Axe	munchkin2ua_treasure027,munchkintreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Raincoat	Munchkin 2: Unnatural Axe	munchkin2ua_treasure028,munchkintreasureback	Treasure	--	Armor	100 Gold Pieces	Item	Other players cannot use potions to interfere with your combats.  (If someone is aiding you in combat, he can use potions normally, either for or against you.)  This item may be worn over armor, but if you lose your armor, the Raincoat goes, too.
Scary False Teeth	Munchkin 2: Unnatural Axe	munchkin2ua_treasure029,munchkintreasureback	Treasure	+1 Bonus	--	200 Gold Pieces	Item	--
Siege Engine	Munchkin 2: Unnatural Axe	munchkin2ua_treasure030,munchkintreasureback	Treasure	+4 Bonus	Big; 2 Hands	700 Gold Pieces	Item	You may choose to ride in the Siege Engine at the start of combat.  It does not count against the number of Big items you may have in play.  If you are in the Siege Engine, you are at -1 to Run Away.
Skull Helmet	Munchkin 2: Unnatural Axe	munchkin2ua_treasure031,munchkintreasureback	Treasure	+2 Bonus (+4 for Orcs)	Headgear	400 Gold Pieces	Item	--
Slug Thrower	Munchkin 2: Unnatural Axe	munchkin2ua_treasure032,munchkintreasureback	Treasure	+5 Bonus	2 Hands	800 Gold Pieces	Item	Usable by Orc Only
Spiked Codpiece	Munchkin 2: Unnatural Axe	munchkin2ua_treasure033,munchkintreasureback	Treasure	+4 Bonus for Males,+2 Bonus for Females	--	600 Gold Pieces	Item	--
Switch Character Sheets	Munchkin 2: Unnatural Axe	munchkin2ua_treasure034,munchkintreasureback	Treasure	Go Up A Level	--	--	GUAL	You can't use this if you are currently the highest-Level player, or tied for highest.
Sword of Slaying Everything Except Squid	Munchkin 2: Unnatural Axe	munchkin2ua_treasure035,munchkintreasureback	Treasure	+4 Bonus	1 Hand	800 Gold Pieces	Item	Does not give any bonus against Squidzilla.  If you have this sword in play and you encounter Squidzilla, you must try to Run Away!
Tinfoil Hat	Munchkin 2: Unnatural Axe	munchkin2ua_treasure036,munchkintreasureback	Treasure	--	Headgear	800 Gold Pieces	Item	The wearer is completely immune to Curses cast by other players.  (Curses gained by kicking down a Door still have full effect.)
Trojan Horse	Munchkin 2: Unnatural Axe	munchkin2ua_treasure037,munchkintreasureback	Treasure	--	--	--	UOO	Play this card, along with a Monster from your hand, when someone is about to draw treasure cards.  They don't get any treasure.  Instead they must fight your monster; all normal combat rules apply, including treasure for that monster.  (Or play this card with no monster just to deprive them of their treasure.)
Tweezers of Terror	Munchkin 2: Unnatural Axe	munchkin2ua_treasure038,munchkintreasureback	Treasure	+3 Bonus	1 Hand	400 Gold Pieces	Item	Usable by Elf Only
Unnatural Axe	Munchkin 2: Unnatural Axe	munchkin2ua_treasure039,munchkintreasureback	Treasure	+5 Bonus	Big; 1 Hand	800 Gold Pieces	Item	Usable by Warrior Only
Unnecessary Roughness	Munchkin 2: Unnatural Axe	munchkin2ua_treasure040,munchkintreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Very Holy Book	Munchkin 2: Unnatural Axe	munchkin2ua_treasure041,munchkintreasureback	Treasure	+3 Bonus	Big	400 Gold Pieces	Item	Usable by Cleric Only
Wash The GM's Car	Munchkin 2: Unnatural Axe	munchkin2ua_treasure042,munchkintreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Wishing Ring	Munchkin 2: Unnatural Axe	munchkin2ua_treasure043,munchkintreasureback	Treasure	--	--	500 Gold Pieces	UOO	Cancels any curse.  Play at any time.  Usable once only.
Your Shoe's Untied!	Munchkin 2: Unnatural Axe	munchkin2ua_treasure044,munchkintreasureback	Treasure	+3 Bonus	--	--	UOO	It's the oldest trick in the book.  But it still works, which is why it's in the book.  Play during any combat.  +3 to either side.  Usable once only.
Auntie Paladin	Munchkin 3: Clerical Errors	munchkin3ce_door001	Door	--	--	--	--	text
Bad Ass	Munchkin 3: Clerical Errors	munchkin3ce_door002	Door	--	--	--	--	text
Bard1	Munchkin 3: Clerical Errors	munchkin3ce_door003	Door	--	--	--	--	text
Bard2	Munchkin 3: Clerical Errors	munchkin3ce_door004	Door	--	--	--	--	text
Bard3	Munchkin 3: Clerical Errors	munchkin3ce_door005	Door	--	--	--	--	text
Bard4	Munchkin 3: Clerical Errors	munchkin3ce_door006	Door	--	--	--	--	text
